CODE_COUNTRY,ADJ_TONE,VAL
PSE,1.1586407843446076,885.1188489289933
MHL,1.458198314970836,21.188422094914426
PRT,1.5095625593787434,193.55945461717747
COG,1.2340725806451613,168.45020202747438
FRA,1.3985623148366928,16364168.942520948
CHE,1.5075938962941786,10769.982517537259
ZWE,1.2919795918367347,136.12297502402058
CIV,1.1745278450363197,49202.22268928611
MKD,1.4675007628928898,158.06866419973417
MLI,1.292994215407217,5484.493443787715
TCA,1.7586206896551724,11.854154254553185
PLW,1.6647727272727273,19.51284006793759
COK,1.6720604099244876,95.47909631125411
TCD,1.313843966589657,249.03786514010207
MMR,1.270195754066722,1127.1886616830727
PRY,1.533721898417985,289412.9192549536
CHL,1.3365285735272514,4146.258930385324
MNG,1.5588530178464006,148.10993323086515
MAC,1.570578691184424,58.9953648697881
ATF,1.0,2.0
CMR,1.287846687211094,51.61107556026507
TGO,1.4760832864378166,33.73441267693346
CHN,1.4728653713159714,96034.96143386111
JEY,1.4438455290556007,530.9105230341574
MNP,1.7285714285714286,23.758559908881335
WSM,1.5738474092207262,43.14646163745427
THA,1.4586913296484796,4977479304910.066
MTQ,1.4556962025316456,17.656194095803276
COL,1.411019215734683,5976.659445395465
MRT,1.269615045548046,65.19742215290339
TJK,1.5082928224192165,277.3297613106779
MSR,1.755639097744361,1418.9610586702736
CRI,1.5490635716169876,77.16173535789534
TKL,1.3185185185185184,72.20293087791421
MLT,1.3685682738314318,2240.931815617832
QAT,1.6023061420028413,731.7969632264216
TLS,1.3865030674846626,151.0629809704713
MUS,1.6927072062324173,33.6288710121628
TKM,1.485798237022527,1434.607970590091
MDV,1.695995379283789,887.0104045826125
TUN,1.2733503347146955,79.83089151347438
MWI,1.388452033250955,830.3215175365691
GAB,1.533583361745653,137.00620169815542
CUB,1.4059978483055406,603.9620547687214
TON,1.4958762886597938,500.4056029786085
CPV,1.3800904977375565,21.419163999805182
GBR,1.4379471255616003,58434450975.29761
JAM,1.5209335219236209,274.2209772461885
MEX,1.2800224207472812,124835990429107.55
CUW,1.7927272727272727,17.866593052919544
MYS,1.3924882404337575,137027808.74487752
MOZ,1.459452129102251,50.38137846856747
GRD,1.582258571877949,79.59055101841523
CXR,1.268041237113402,10.155755763244132
JOR,1.3478675124739865,4463.679719926287
JPN,1.4973799501761018,61260.703059229265
GEO,1.5213730569948187,61.09108911716072
CYP,1.5054112953865475,1763.1294853833353
TUR,1.2366698280060493,4.5074883859783395e+33
GUF,1.544502617801047,18.344502584439308
CZE,1.399643736574632,275.25452650679296
TTO,1.3774415405777167,24.027134421898786
GGY,1.4770009199632015,107.33563225247838
GHA,1.5581918772790142,5317.110658551736
TUV,1.583629893238434,23.43270797435719
GIB,1.5683060109289617,11.38207021933692
NAM,1.4048551292090838,93.37616651728916
TWN,1.4327459908928926,232.9355221232167
NCL,1.551948051948052,25.84732850314359
GRL,1.3178833526458091,35.6992011233025
GMB,1.202608695652174,4175.84112337704
TZA,1.463984341017834,2319.0145022701754
NER,1.3086952161267675,84.09282665798818
GIN,1.3332264614726943,35.00567245713321
NFK,1.5,12.79799882704763
GLP,1.6536964980544746,42.77561158362679
NGA,1.3416613960483479,1041.3126317799904
DEU,1.3556919419868134,438316.8877034182
GNQ,1.3320191495353422,85.83008239449732
GRC,1.3497125013136364,6036309901073.399
NIC,1.5344582873363823,16.965263041594714
SGS,1.0,2.2740380317902353
UKR,1.2628907181220288,342.0406200094748
GTM,1.4395631067961165,32.679180451394345
DJI,1.5111876075731498,247.38253183356002
GUM,1.4826689774696706,105.15837276304741
NLD,1.505478974321323,3386.5029871432334
DNK,1.568592057761733,95.60595200098513
